# Old comments in file ./exp/dpm_alphaBar/dpm_alphaBar_3-050-time_uniform.txt
# order     : 3
# steps     : 50
# skip_type : time_uniform
# data_type : alpha_bar
# 
# Old alpha_bar and its timestep
# 0.99374515   19
# 0.97980201   39
# 0.95839578   59
# 0.93002242   79
# 0.89532876   99
# 0.85508835  119
# 0.81017190  139
# 0.76151741  159
# 0.71009684  179
# 0.65688455  199
# 0.60282701  219
# 0.54881662  239
# 0.49566856  259
# 0.44410270  279
# 0.39473221  299
# 0.34805411  319
# 0.30444932  339
# 0.26418370  359
# 0.22741456  379
# 0.19420029  399
# 0.16451307  419
# 0.13825083  439
# 0.11525249  459
# 0.09531191  479
# 0.07819104  499
# 0.06363231  519
# 0.05136989  539
# 0.04113851  559
# 0.03268097  579
# 0.02575416  599
# 0.02013283  619
# 0.01561221  639
# 0.01200952  659
# 0.00916406  679
# 0.00693662  699
# 0.00520841  719
# 0.00387935  739
# 0.00286620  759
# 0.00210062  779
# 0.00152714  799
# 0.00110129  819
# 0.00078780  839
# 0.00055900  859
# 0.00039346  879
# 0.00027471  899
# 0.00019025  919
# 0.00013069  939
# 0.00008906  959
# 0.00006020  979
# 0.00004036  998
# 
# lr           : 1e-06
# n_epochs     : 10000
# aa_low       : 0.0001
# aa_low_lambda: 10000000
# beta_schedule: linear
# torch.seed() : 11533184216619472266
# alpha_bar_dir: ./exp/dpm_alphaBar
# Epoch        : 009999; loss:2204.233707 = 2204.226546 + 0.007161
# loss_var     : 2609.626087 => 2204.226546
# model.learning_portion: 0.01
# model.out_channels    : 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.987499:  30: 0.987499; 0.0     *   0.0     = 0.0     ;  0.0     /0.987499=  0.0     
0.983448:  35: 0.995898; 0.016552* 523.304962= 8.661856;  8.661856/0.983448=  8.807642
0.971791:  48: 0.988147; 0.0     *   0.0     = 0.0     ;  0.0     /0.971791=  0.0     
0.952734:  64: 0.980391; 0.0     *   0.0     = 0.0     ;  0.0     /0.952734=  0.0     
0.926717:  81: 0.972692; 0.021263* 665.731888=14.155471; 14.155471/0.926717= 15.274856
0.894329: 100: 0.965051; 0.0     *   0.0     = 0.0     ;  0.0     /0.894329=  0.0     
0.856291: 119: 0.957467; 0.0     *   0.0     = 0.0     ;  0.0     /0.856291=  0.0     
0.813427: 138: 0.949942; 0.031798* 409.456348=13.019858; 13.019858/0.813427= 16.006188
0.766631: 157: 0.942472; 0.0     *   0.0     = 0.0     ;  0.0     /0.766631=  0.0     
0.716846: 177: 0.935059; 0.0     *   0.0     = 0.0     ;  0.0     /0.716846=  0.0     
0.665019: 196: 0.927702; 0.035427* 281.879466= 9.986019;  9.986019/0.665019= 15.016132
0.612084: 216: 0.920401; 0.0     *   0.0     = 0.0     ;  0.0     /0.612084=  0.0     
0.558928: 236: 0.913155; 0.0     *   0.0     = 0.0     ;  0.0     /0.558928=  0.0     
0.506368: 255: 0.905963; 0.039026* 204.578204= 7.983827;  7.983827/0.506368= 15.766848
0.455137: 275: 0.898827; 0.0     *   0.0     = 0.0     ;  0.0     /0.455137=  0.0     
0.405866: 295: 0.891744; 0.0     *   0.0     = 0.0     ;  0.0     /0.405866=  0.0     
0.359075: 314: 0.884715; 0.043653* 151.344633= 6.606612;  6.606612/0.359075= 18.398957
0.315174: 334: 0.877739; 0.0     *   0.0     = 0.0     ;  0.0     /0.315174=  0.0     
0.274459: 354: 0.870816; 0.0     *   0.0     = 0.0     ;  0.0     /0.274459=  0.0     
0.237118: 374: 0.863945; 0.049668* 111.114445= 5.518863;  5.518863/0.237118= 23.274803
0.203240: 393: 0.857128; 0.0     *   0.0     = 0.0     ;  0.0     /0.203240=  0.0     
0.172827: 413: 0.850361; 0.0     *   0.0     = 0.0     ;  0.0     /0.172827=  0.0     
0.145805: 433: 0.843645; 0.057273*  80.079783= 4.586407;  4.586407/0.145805= 31.455801
0.122036: 453: 0.836980; 0.0     *   0.0     = 0.0     ;  0.0     /0.122036=  0.0     
0.101334: 473: 0.830367; 0.0     *   0.0     = 0.0     ;  0.0     /0.101334=  0.0     
0.083480: 492: 0.823803; 0.066574*  55.561378= 3.698951;  3.698951/0.083480= 44.309633
0.068227: 512: 0.817290; 0.0     *   0.0     = 0.0     ;  0.0     /0.068227=  0.0     
0.055320: 532: 0.810826; 0.0     *   0.0     = 0.0     ;  0.0     /0.055320=  0.0     
0.044500: 552: 0.804410; 0.077574*  36.768563= 2.852289;  2.852289/0.044500= 64.096102
0.035513: 572: 0.798045; 0.0     *   0.0     = 0.0     ;  0.0     /0.035513=  0.0     
0.028117: 592: 0.791729; 0.0     *   0.0     = 0.0     ;  0.0     /0.028117=  0.0     
0.022085: 611: 0.785458; 0.090167*  22.808723= 2.056587;  2.056587/0.022085= 93.123299
0.017209: 631: 0.779237; 0.0     *   0.0     = 0.0     ;  0.0     /0.017209=  0.0     
0.013304: 651: 0.773064; 0.0     *   0.0     = 0.0     ;  0.0     /0.013304=  0.0     
0.010203: 671: 0.766935; 0.104152*  13.093538= 1.363715;  1.363715/0.010203=133.656825
0.007763: 691: 0.760855; 0.0     *   0.0     = 0.0     ;  0.0     /0.007763=  0.0     
0.005860: 711: 0.754822; 0.0     *   0.0     = 0.0     ;  0.0     /0.005860=  0.0     
0.004388: 730: 0.748833; 0.119278*   6.879345= 0.820552;  0.820552/0.004388=187.000052
0.003260: 750: 0.742892; 0.0     *   0.0     = 0.0     ;  0.0     /0.003260=  0.0     
0.002402: 770: 0.736993; 0.0     *   0.0     = 0.0     ;  0.0     /0.002402=  0.0     
0.001757: 790: 0.731144; 0.135287*   3.275716= 0.443161;  0.443161/0.001757=252.293031
0.001274: 810: 0.725341; 0.0     *   0.0     = 0.0     ;  0.0     /0.001274=  0.0     
0.000917: 830: 0.719570; 0.0     *   0.0     = 0.0     ;  0.0     /0.000917=  0.0     
0.000654: 850: 0.713863; 0.151951*   1.397874= 0.212408;  0.212408/0.000654=324.551585
0.000463: 869: 0.708189; 0.0     *   0.0     = 0.0     ;  0.0     /0.000463=  0.0     
