# Old comments in file ./phase1_ab_original/dpm_alphaBar_1-050-time_quadratic.txt
# order     : 1
# steps     : 50
# skip_type : time_quadratic
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99969620  :    0.00260 :    1
# 0.99930996  :    0.00495 :    3
# 0.99862993  :    0.00805 :    7
# 0.99751961  :    0.01190 :   10
# 0.99580753  :    0.01650 :   15
# 0.99329579  :    0.02185 :   20
# 0.98974973  :    0.02795 :   26
# 0.98490953  :    0.03481 :   33
# 0.97849500  :    0.04241 :   41
# 0.97020745  :    0.05076 :   49
# 0.95973396  :    0.05986 :   58
# 0.94675821  :    0.06971 :   68
# 0.93097502  :    0.08032 :   79
# 0.91209573  :    0.09167 :   90
# 0.88986635  :    0.10377 :  102
# 0.86408037  :    0.11662 :  115
# 0.83459920  :    0.13023 :  129
# 0.80136335  :    0.14458 :  143
# 0.76441383  :    0.15969 :  158
# 0.72390133  :    0.17554 :  174
# 0.68009883  :    0.19214 :  191
# 0.63340271  :    0.20950 :  208
# 0.58433783  :    0.22760 :  226
# 0.53354198  :    0.24646 :  245
# 0.48175344  :    0.26606 :  265
# 0.42977899  :    0.28642 :  285
# 0.37847048  :    0.30752 :  306
# 0.32867709  :    0.32938 :  328
# 0.28120837  :    0.35198 :  350
# 0.23678841  :    0.37534 :  374
# 0.19602349  :    0.39945 :  398
# 0.15936618  :    0.42430 :  423
# 0.12709631  :    0.44991 :  448
# 0.09931426  :    0.47626 :  475
# 0.07594710  :    0.50337 :  502
# 0.05676719  :    0.53123 :  530
# 0.04142054  :    0.55984 :  558
# 0.02946457  :    0.58919 :  588
# 0.02040645  :    0.61930 :  618
# 0.01374107  :    0.65016 :  649
# 0.00898346  :    0.68177 :  680
# 0.00569389  :    0.71413 :  713
# 0.00349358  :    0.74723 :  746
# 0.00207191  :    0.78109 :  780
# 0.00118584  :    0.81570 :  814
# 0.00065396  :    0.85106 :  850
# 0.00034693  :    0.88717 :  886
# 0.00017675  :    0.92403 :  923
# 0.00008633  :    0.96164 :  960
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 12666265224247662528
# order from param    : None
# order from file     : 1
# order final         : 1
# skip_type from param: None
# skip_type from file : time_quadratic
# skip_type final     : time_quadratic
# Epoch       : 000999; loss:245.971618 = 222.529353 + 23.442265
# loss_var    : 630.556418 => 222.529353
# model.lp    : 0.1
# model.out_ch: 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.999859:   0: 0.999859; 0.000141*1631.707082= 0.230322;  0.230322/0.999859=  0.230354
0.999350:   3: 0.999491; 0.000186*1201.665456= 0.222921;  0.222921/0.999350=  0.223066
0.998395:   7: 0.999045; 0.000212* 963.638652= 0.204589;  0.204589/0.998395=  0.204917
0.996850:  12: 0.998452; 0.000259* 800.607230= 0.207499;  0.207499/0.996850=  0.208155
0.994557:  18: 0.997699; 0.000314* 681.454415= 0.213955;  0.213955/0.994557=  0.215126
0.991395:  24: 0.996821; 0.000365* 590.754633= 0.215505;  0.215505/0.991395=  0.217375
0.987269:  30: 0.995837; 0.000411* 519.938049= 0.213529;  0.213529/0.987269=  0.216283
0.982029:  37: 0.994693; 0.000463* 462.095231= 0.214018;  0.214018/0.982029=  0.217935
0.975561:  44: 0.993413; 0.000516* 414.960837= 0.214169;  0.214169/0.975561=  0.219534
0.967770:  51: 0.992015; 0.000567* 375.075798= 0.212829;  0.212829/0.967770=  0.219917
0.958570:  59: 0.990493; 0.000619* 341.112331= 0.211026;  0.211026/0.958570=  0.220147
0.947943:  67: 0.988913; 0.000663* 312.727822= 0.207342;  0.207342/0.947943=  0.218728
0.935778:  76: 0.987168; 0.000714* 287.210058= 0.205178;  0.205178/0.935778=  0.219260
0.922060:  84: 0.985340; 0.000763* 265.307454= 0.202417;  0.202417/0.922060=  0.219527
0.906668:  93: 0.983306; 0.000822* 245.673126= 0.201884;  0.201884/0.906668=  0.222666
0.889694: 102: 0.981279; 0.000870* 227.923620= 0.198254;  0.198254/0.889694=  0.222834
0.871174: 112: 0.979183; 0.000917* 212.062403= 0.194384;  0.194384/0.871174=  0.223129
0.851028: 121: 0.976875; 0.000975* 198.147888= 0.193129;  0.193129/0.851028=  0.226936
0.829315: 131: 0.974487; 0.001032* 185.121638= 0.191064;  0.191064/0.829315=  0.230387
0.806273: 141: 0.972215; 0.001075* 173.645093= 0.186635;  0.186635/0.806273=  0.231479
0.781933: 151: 0.969812; 0.001124* 162.931605= 0.183143;  0.183143/0.781933=  0.234218
0.756250: 161: 0.967155; 0.001188* 152.954773= 0.181703;  0.181703/0.756250=  0.240269
0.729435: 172: 0.964542; 0.001245* 143.554237= 0.178684;  0.178684/0.729435=  0.244962
0.702002: 182: 0.962392; 0.001268* 135.426052= 0.171712;  0.171712/0.702002=  0.244603
0.673897: 193: 0.959964; 0.001311* 127.573582= 0.167193;  0.167193/0.673897=  0.248099
0.645502: 204: 0.957865; 0.001332* 120.402011= 0.160432;  0.160432/0.645502=  0.248539
0.618028: 214: 0.957439; 0.001257* 114.222576= 0.143538;  0.143538/0.618028=  0.232251
