# Old comments in file ./phase1_ab_original/dpm_alphaBar_1-050-time_uniform.txt
# order     : 1
# steps     : 50
# skip_type : time_uniform
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99374515  :    0.02098 :   19
# 0.97980201  :    0.04096 :   39
# 0.95839578  :    0.06094 :   59
# 0.93002242  :    0.08092 :   79
# 0.89532876  :    0.10090 :   99
# 0.85508835  :    0.12088 :  119
# 0.81017196  :    0.14086 :  139
# 0.76151741  :    0.16084 :  159
# 0.71009684  :    0.18082 :  179
# 0.65688461  :    0.20080 :  199
# 0.60282701  :    0.22078 :  219
# 0.54881662  :    0.24076 :  239
# 0.49566856  :    0.26074 :  259
# 0.44410270  :    0.28072 :  279
# 0.39473221  :    0.30070 :  299
# 0.34805411  :    0.32068 :  319
# 0.30444932  :    0.34066 :  339
# 0.26418364  :    0.36064 :  359
# 0.22741456  :    0.38062 :  379
# 0.19420029  :    0.40060 :  399
# 0.16451307  :    0.42058 :  419
# 0.13825080  :    0.44056 :  439
# 0.11525249  :    0.46054 :  459
# 0.09531191  :    0.48052 :  479
# 0.07819104  :    0.50050 :  499
# 0.06363231  :    0.52048 :  519
# 0.05136989  :    0.54046 :  539
# 0.04113851  :    0.56044 :  559
# 0.03268097  :    0.58042 :  579
# 0.02575416  :    0.60040 :  599
# 0.02013281  :    0.62038 :  619
# 0.01561221  :    0.64036 :  639
# 0.01200952  :    0.66034 :  659
# 0.00916405  :    0.68032 :  679
# 0.00693662  :    0.70030 :  699
# 0.00520841  :    0.72028 :  719
# 0.00387935  :    0.74026 :  739
# 0.00286620  :    0.76024 :  759
# 0.00210062  :    0.78022 :  779
# 0.00152714  :    0.80020 :  799
# 0.00110129  :    0.82018 :  819
# 0.00078780  :    0.84016 :  839
# 0.00055900  :    0.86014 :  859
# 0.00039346  :    0.88012 :  879
# 0.00027471  :    0.90010 :  899
# 0.00019025  :    0.92008 :  919
# 0.00013069  :    0.94006 :  939
# 0.00008906  :    0.96004 :  959
# 0.00006020  :    0.98002 :  979
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 11164449306400615263
# order from param    : None
# order from file     : 1
# order final         : 1
# skip_type from param: None
# skip_type from file : time_uniform
# skip_type final     : time_uniform
# Epoch       : 000999; loss:147.467666 = 130.452822 + 17.014844
# loss_var    : 419.788229 => 130.452822
# model.lp    : 0.1
# model.out_ch: 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.998643:   7: 0.998643; 0.001357*1005.495876= 1.364669;  1.364669/0.998643=  1.366524
0.993776:  19: 0.995126; 0.001776* 653.707703= 1.161099;  1.161099/0.993776=  1.168372
0.984173:  34: 0.990337; 0.002237* 482.570669= 1.079391;  1.079391/0.984173=  1.096750
0.968771:  51: 0.984351; 0.002693* 379.246196= 1.021421;  1.021421/0.968771=  1.054346
0.946371:  68: 0.976878; 0.003240* 308.565186= 0.999631;  0.999631/0.946371=  1.056277
0.917015:  87: 0.968980; 0.003613* 257.979896= 0.932207;  0.932207/0.917015=  1.016567
0.879737: 107: 0.959348; 0.004178* 219.073419= 0.915212;  0.915212/0.879737=  1.040324
0.835932: 128: 0.950207; 0.004490* 188.997251= 0.848605;  0.848605/0.835932=  1.015160
0.785443: 150: 0.939602; 0.004980* 164.176123= 0.817665;  0.817665/0.785443=  1.041023
0.730499: 171: 0.930046; 0.005246* 143.885643= 0.754793;  0.754793/0.730499=  1.033258
0.673398: 193: 0.921834; 0.005337* 127.507886= 0.680567;  0.680567/0.673398=  1.010645
0.613321: 215: 0.910785; 0.005842* 112.873218= 0.659402;  0.659402/0.613321=  1.075133
0.555094: 237: 0.905063; 0.005690* 100.940415= 0.574338;  0.574338/0.555094=  1.034669
0.499620: 258: 0.900064; 0.005560*  90.701381= 0.504344;  0.504344/0.499620=  1.009456
0.446111: 278: 0.892900; 0.005748*  81.321560= 0.467422;  0.467422/0.446111=  1.047771
0.397869: 298: 0.891861; 0.005347*  74.152599= 0.396515;  0.396515/0.397869=  0.996597
0.353829: 317: 0.889311; 0.005196*  67.088713= 0.348576;  0.348576/0.353829=  0.985153
0.313400: 335: 0.885737; 0.005196*  61.119857= 0.317581;  0.317581/0.313400=  1.013343
0.276186: 353: 0.881259; 0.005316*  55.588983= 0.295487;  0.295487/0.276186=  1.069883
0.243146: 370: 0.880371; 0.005142*  50.673466= 0.260579;  0.260579/0.243146=  1.071695
0.213878: 387: 0.879626; 0.004999*  46.266384= 0.231272;  0.231272/0.213878=  1.081326
0.188063: 403: 0.879303; 0.004853*  42.269527= 0.205155;  0.205155/0.188063=  1.090882
0.165422: 418: 0.879607; 0.004686*  38.551153= 0.180668;  0.180668/0.165422=  1.092164
0.145753: 433: 0.881096; 0.004453*  35.443693= 0.157843;  0.157843/0.145753=  1.082950
0.128190: 447: 0.879503; 0.004479*  32.280003= 0.144579;  0.144579/0.128190=  1.127850
0.113139: 461: 0.882586; 0.004167*  29.779044= 0.124087;  0.124087/0.113139=  1.096774
0.099594: 474: 0.880283; 0.004268*  27.269764= 0.116392;  0.116392/0.099594=  1.168671
