# Old comments in file ./phase1_ab_original/dpm_alphaBar_1-020-time_quadratic.txt
# order     : 1
# steps     : 20
# skip_type : time_quadratic
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99901235  :    0.00641 :    5
# 0.99580753  :    0.01650 :   15
# 0.98750734  :    0.03129 :   30
# 0.97020745  :    0.05076 :   49
# 0.93923771  :    0.07492 :   73
# 0.88986635  :    0.10377 :  102
# 0.81845045  :    0.13731 :  136
# 0.72390145  :    0.17554 :  174
# 0.60912907  :    0.21846 :  217
# 0.48175356  :    0.26606 :  265
# 0.35333252  :    0.31836 :  317
# 0.23678841  :    0.37534 :  374
# 0.14267248  :    0.43701 :  436
# 0.07594710  :    0.50337 :  502
# 0.03504874  :    0.57442 :  573
# 0.01374107  :    0.65016 :  649
# 0.00447862  :    0.73059 :  729
# 0.00118584  :    0.81570 :  814
# 0.00024891  :    0.90551 :  904
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 1612289432139279595
# order from param    : None
# order from file     : 1
# order final         : 1
# skip_type from param: None
# skip_type from file : time_quadratic
# skip_type final     : time_quadratic
# Epoch       : 000999; loss:536.378259 = 531.807342 + 4.570917
# loss_var    : 1216.140694 => 531.807342
# model.lp    : 0.1
# model.out_ch: 20
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.999480:   3: 0.999480; 0.000520*1258.982730= 0.654558;  0.654558/0.999480=  0.654898
0.997533:  10: 0.998052; 0.000723* 857.825894= 0.620187;  0.620187/0.997533=  0.621721
0.993732:  20: 0.996190; 0.000876* 652.277725= 0.571330;  0.571330/0.993732=  0.574933
0.987578:  30: 0.993807; 0.001058* 524.464857= 0.554976;  0.554976/0.987578=  0.561956
0.978663:  41: 0.990973; 0.001234* 435.428344= 0.537175;  0.537175/0.978663=  0.548887
0.966494:  53: 0.987565; 0.001435* 369.467833= 0.530335;  0.530335/0.966494=  0.548721
0.950671:  65: 0.983629; 0.001645* 318.877499= 0.524544;  0.524544/0.950671=  0.551762
0.931738:  78: 0.980085; 0.001713* 280.077736= 0.479843;  0.479843/0.931738=  0.514998
0.876996: 109: 0.941248; 0.009456* 216.917552= 2.051087;  2.051087/0.876996=  2.338764
0.781181: 151: 0.890746; 0.018707* 162.741265= 3.044463;  3.044463/0.781181=  3.897257
0.650964: 201: 0.833307; 0.026823* 121.790488= 3.266735;  3.266735/0.650964=  5.018305
0.501281: 257: 0.770060; 0.035254*  90.916426= 3.205203;  3.205203/0.501281=  6.394024
0.352124: 317: 0.702448; 0.045380*  66.955311= 3.038423;  3.038423/0.352124=  8.628844
0.222629: 382: 0.632246; 0.058406*  47.530588= 2.776061;  2.776061/0.222629= 12.469442
0.124992: 450: 0.561436; 0.075504*  31.880807= 2.407123;  2.407123/0.124992= 19.258223
0.061498: 522: 0.492017; 0.097733*  19.639739= 1.919459;  1.919459/0.061498= 31.211624
0.026192: 598: 0.425902; 0.125735*  10.687964= 1.343847;  1.343847/0.026192= 51.307117
0.009554: 676: 0.364757; 0.159379*   4.999326= 0.796786;  0.796786/0.009554= 83.399971
0.002961: 757: 0.309889; 0.197587*   1.897920= 0.375005;  0.375005/0.002961=126.664655
0.000776: 840: 0.262137; 0.238512*   0.574766= 0.137089;  0.137089/0.000776=176.641241
