# Old comments in file ./phase1_ab_original/dpm_alphaBar_2-025-time_quadratic.txt
# order     : 2
# steps     : 25
# skip_type : time_quadratic
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99930996  :    0.00495 :    3
# 0.99751961  :    0.01190 :   10
# 0.99329579  :    0.02185 :   20
# 0.98490953  :    0.03481 :   33
# 0.97020745  :    0.05076 :   49
# 0.94675821  :    0.06971 :   68
# 0.91209573  :    0.09167 :   90
# 0.86408037  :    0.11662 :  115
# 0.80136335  :    0.14458 :  143
# 0.72390139  :    0.17554 :  174
# 0.63340271  :    0.20950 :  208
# 0.53354216  :    0.24646 :  245
# 0.42977926  :    0.28642 :  285
# 0.32867709  :    0.32938 :  328
# 0.23678841  :    0.37534 :  374
# 0.15936618  :    0.42430 :  423
# 0.09931426  :    0.47626 :  475
# 0.05676719  :    0.53123 :  530
# 0.02946457  :    0.58919 :  588
# 0.01374107  :    0.65016 :  649
# 0.00569389  :    0.71413 :  713
# 0.00207191  :    0.78109 :  780
# 0.00065396  :    0.85106 :  850
# 0.00017675  :    0.92403 :  923
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 17746564767974965623
# order from param    : None
# order from file     : 2
# order final         : 2
# skip_type from param: None
# skip_type from file : time_quadratic
# skip_type final     : time_quadratic
# Epoch       : 000999; loss:2114.472909 = 2107.917717 + 6.555192
# loss_var    : 4688.136458 => 2107.917717
# model.lp    : 0.1
# model.out_ch: 25
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.999300:   4: 0.999300; 0.000700*2359.979321= 1.650831;  1.650831/0.999300=  1.651986
0.996807:  12: 0.997505; 0.0     *   0.0     = 0.0     ;  0.0     /0.996807=  0.0     
0.996701:  13: 0.999894; 0.000962*1587.521822= 1.527632;  1.527632/0.996701=  1.532688
0.991780:  23: 0.995063; 0.0     *   0.0     = 0.0     ;  0.0     /0.991780=  0.0     
0.991551:  24: 0.999769; 0.001199*1193.778286= 1.431860;  1.431860/0.991551=  1.444061
0.983582:  35: 0.991963; 0.0     *   0.0     = 0.0     ;  0.0     /0.983582=  0.0     
0.983232:  35: 0.999644; 0.001441* 949.759644= 1.368477;  1.368477/0.983232=  1.391815
0.972112:  47: 0.988691; 0.0     *   0.0     = 0.0     ;  0.0     /0.972112=  0.0     
0.971241:  48: 0.999104; 0.001672* 786.713665= 1.315014;  1.315014/0.971241=  1.353951
0.971183:  48: 0.999939; 0.0     *   0.0     = 0.0     ;  0.0     /0.971183=  0.0     
0.946840:  68: 0.974935; 0.003985* 700.819928= 2.792610;  2.792610/0.946840=  2.949400
0.892235: 101: 0.942329; 0.0     *   0.0     = 0.0     ;  0.0     /0.892235=  0.0     
0.807926: 140: 0.905509; 0.050752* 404.652424=20.536826; 20.536826/0.807926= 25.419184
0.698651: 184: 0.864746; 0.0     *   0.0     = 0.0     ;  0.0     /0.698651=  0.0     
0.573186: 230: 0.820419; 0.080750* 238.777053=19.281264; 19.281264/0.573186= 33.638736
0.443086: 280: 0.773023; 0.0     *   0.0     = 0.0     ;  0.0     /0.443086=  0.0     
0.320428: 332: 0.723174; 0.112824* 143.342060=16.172407; 16.172407/0.320428= 50.471209
0.215195: 386: 0.671584; 0.0     *   0.0     = 0.0     ;  0.0     /0.215195=  0.0     
0.133213: 443: 0.619036; 0.159589*  79.836382=12.741024; 12.741024/0.133213= 95.643814
0.075446: 503: 0.566354; 0.0     *   0.0     = 0.0     ;  0.0     /0.075446=  0.0     
0.038807: 564: 0.514366; 0.228393*  36.801462= 8.405188;  8.405188/0.038807=216.590792
0.018002: 628: 0.463879; 0.0     *   0.0     = 0.0     ;  0.0     /0.018002=  0.0     
0.007482: 693: 0.415629; 0.320089*  12.226237= 3.913490;  3.913490/0.007482=523.053897
0.002770: 761: 0.370274; 0.0     *   0.0     = 0.0     ;  0.0     /0.002770=  0.0     
0.000910: 830: 0.328344; 0.425329*   2.465415= 1.048613;  1.048613/0.000910=1152.776185
