# Old comments in file ./phase1_ab_original/dpm_alphaBar_2-010-logSNR.txt
# order     : 2
# steps     : 10
# skip_type : logSNR
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99930942  :    0.00495 :    3
# 0.99524850  :    0.01780 :   16
# 0.96806991  :    0.05273 :   51
# 0.81441778  :    0.13905 :  138
# 0.38845772  :    0.30332 :  302
# 0.08420218  :    0.49312 :  492
# 0.01313375  :    0.65359 :  652
# 0.00192265  :    0.78582 :  784
# 0.00027876  :    0.89929 :  898
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 16170738834484624557
# order from param    : None
# order from file     : 2
# order final         : 2
# skip_type from param: None
# skip_type from file : logSNR
# skip_type final     : logSNR
# Epoch       : 000999; loss:3656.080054 = 3653.247998 + 2.832056
# loss_var    : 8497.816303 => 3653.247998
# model.lp    : 0.1
# model.out_ch: 10
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.998628:   7: 0.998628; 0.0     *   0.0     = 0.0     ;  0.0     /0.998628=  0.0     
0.990731:  25: 0.992092; 0.009269*1579.511103=14.640590; 14.640590/0.990731= 14.777564
0.971708:  48: 0.980800; 0.0     *   0.0     = 0.0     ;  0.0     /0.971708=  0.0     
0.914587:  89: 0.941215; 0.039901* 648.628822=25.881189; 25.881189/0.914587= 28.298236
0.527684: 247: 0.576964; 0.0     *   0.0     = 0.0     ;  0.0     /0.527684=  0.0     
0.167147: 417: 0.316757; 0.620421* 134.727301=83.587616; 83.587616/0.167147=500.083232
0.042786: 555: 0.255975; 0.0     *   0.0     = 0.0     ;  0.0     /0.042786=  0.0     
0.010542: 669: 0.246388; 0.586031*  20.635854=12.093260; 12.093260/0.010542=1147.169021
0.002583: 765: 0.244984; 0.0     *   0.0     = 0.0     ;  0.0     /0.002583=  0.0     
0.000632: 852: 0.244783; 0.571679*   2.170624= 1.240900;  1.240900/0.000632=1962.919945
