# Old comments in file ./phase1_ab_original/dpm_alphaBar_2-050-logSNR.txt
# order     : 2
# steps     : 50
# skip_type : logSNR
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99985278  :    0.00139 :    0
# 0.99978334  :    0.00197 :    0
# 0.99968112  :    0.00271 :    1
# 0.99953079  :    0.00369 :    2
# 0.99930942  :    0.00495 :    3
# 0.99898380  :    0.00654 :    5
# 0.99850500  :    0.00853 :    7
# 0.99780113  :    0.01102 :   10
# 0.99676692  :    0.01407 :   13
# 0.99524850  :    0.01780 :   16
# 0.99302185  :    0.02237 :   21
# 0.98976260  :    0.02793 :   26
# 0.98500395  :    0.03468 :   33
# 0.97808242  :    0.04286 :   41
# 0.96806973  :    0.05273 :   51
# 0.95369953  :    0.06460 :   63
# 0.93330741  :    0.07882 :   77
# 0.90483028  :    0.09575 :   94
# 0.86594027  :    0.11573 :  114
# 0.81441766  :    0.13905 :  138
# 0.74883711  :    0.16585 :  164
# 0.66948676  :    0.19611 :  195
# 0.57915604  :    0.22952 :  228
# 0.48319510  :    0.26551 :  264
# 0.38845766  :    0.30332 :  302
# 0.30145997  :    0.34209 :  341
# 0.22672275  :    0.38102 :  380
# 0.16610815  :    0.41944 :  418
# 0.11920086  :    0.45691 :  455
# 0.08420218  :    0.49312 :  492
# 0.05879358  :    0.52795 :  526
# 0.04071138  :    0.56136 :  560
# 0.02802482  :    0.59339 :  592
# 0.01921250  :    0.62410 :  623
# 0.01313374  :    0.65359 :  652
# 0.00896071  :    0.68195 :  680
# 0.00610539  :    0.70927 :  708
# 0.00415609  :    0.73564 :  734
# 0.00282739  :    0.76113 :  760
# 0.00192265  :    0.78582 :  784
# 0.00130704  :    0.80977 :  808
# 0.00088837  :    0.83305 :  832
# 0.00060372  :    0.85570 :  854
# 0.00041025  :    0.87777 :  876
# 0.00027876  :    0.89929 :  898
# 0.00018940  :    0.92032 :  919
# 0.00012869  :    0.94087 :  939
# 0.00008743  :    0.96099 :  959
# 0.00005940  :    0.98069 :  979
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 7079711436714735803
# order from param    : None
# order from file     : 2
# order final         : 2
# skip_type from param: None
# skip_type from file : logSNR
# skip_type final     : logSNR
# Epoch       : 000999; loss:610.541119 = 571.515486 + 39.025633
# loss_var    : 2016.414395 => 571.515486
# model.lp    : 0.1
# model.out_ch: 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.999823:   0: 0.999823; 0.0     *   0.0     = 0.0     ;  0.0     /0.999823=  0.0     
0.999776:   1: 0.999952; 0.000224*3054.712927= 0.685336;  0.685336/0.999776=  0.685490
0.999583:   2: 0.999807; 0.0     *   0.0     = 0.0     ;  0.0     /0.999583=  0.0     
0.999299:   4: 0.999716; 0.000132*2502.151476= 0.330555;  0.330555/0.999299=  0.330787
0.998875:   6: 0.999576; 0.0     *   0.0     = 0.0     ;  0.0     /0.998875=  0.0     
0.998247:   8: 0.999371; 0.000238*1996.702148= 0.474292;  0.474292/0.998247=  0.475124
0.997324:  11: 0.999076; 0.0     *   0.0     = 0.0     ;  0.0     /0.997324=  0.0     
0.995954:  15: 0.998626; 0.000475*1583.541563= 0.751551;  0.751551/0.995954=  0.754604
0.993973:  19: 0.998011; 0.0     *   0.0     = 0.0     ;  0.0     /0.993973=  0.0     
0.991045:  24: 0.997054; 0.000972*1243.227913= 1.209002;  1.209002/0.991045=  1.219927
0.986909:  31: 0.995827; 0.0     *   0.0     = 0.0     ;  0.0     /0.986909=  0.0     
0.981759:  37: 0.994781; 0.001671* 974.558975= 1.628154;  1.628154/0.981759=  1.658405
0.973017:  47: 0.991096; 0.0     *   0.0     = 0.0     ;  0.0     /0.973017=  0.0     
0.967461:  52: 0.994290; 0.002145* 774.074011= 1.660310;  1.660310/0.967461=  1.716153
0.949623:  66: 0.981562; 0.0     *   0.0     = 0.0     ;  0.0     /0.949623=  0.0     
0.946558:  68: 0.996772; 0.002782* 625.585000= 1.740604;  1.740604/0.946558=  1.838877
0.918936:  86: 0.970819; 0.0     *   0.0     = 0.0     ;  0.0     /0.918936=  0.0     
0.918006:  87: 0.998988; 0.003444* 519.570419= 1.789232;  1.789232/0.918006=  1.949041
0.883991: 105: 0.962947; 0.0     *   0.0     = 0.0     ;  0.0     /0.883991=  0.0     
0.882920: 106: 0.998788; 0.003764* 444.155907= 1.671742;  1.671742/0.882920=  1.893425
0.849044: 122: 0.961633; 0.0     *   0.0     = 0.0     ;  0.0     /0.849044=  0.0     
0.841985: 125: 0.991686; 0.004015* 389.350761= 1.563353;  1.563353/0.841985=  1.856746
0.812493: 138: 0.964973; 0.0     *   0.0     = 0.0     ;  0.0     /0.812493=  0.0     
0.759058: 160: 0.934233; 0.012867* 330.471228= 4.252011;  4.252011/0.759058=  5.601694
0.686107: 188: 0.903892; 0.0     *   0.0     = 0.0     ;  0.0     /0.686107=  0.0     
0.601034: 220: 0.876007; 0.037967* 241.080065= 9.153125;  9.153125/0.601034= 15.228955
0.512111: 253: 0.852049; 0.0     *   0.0     = 0.0     ;  0.0     /0.512111=  0.0     
0.426395: 286: 0.832622; 0.050784* 171.520131= 8.710399;  8.710399/0.426395= 20.428013
0.348612: 319: 0.817580; 0.0     *   0.0     = 0.0     ;  0.0     /0.348612=  0.0     
